y1,y2,id,time
-5.14184011643948,0.0518193716702195,1,0
-4.28528258353582,0.343198181699685,1,0.1
-5.47197776475325,-0.589370623718432,1,0.2
-3.41603789461189,1.08214677158187,1,0.3
-3.57940602334229,0.668893740457352,1,0.4
-2.72235170457653,-0.263271833195489,1,0.5
-2.55040847560435,1.59251889123802,1,0.6
-3.83660828226124,2.43104644693902,1,0.7
-3.4950200415034,1.70404848380679,1,0.8
-3.05142931161938,1.17918337037734,1,0.9
-4.13681821857202,2.04680123266748,1,1
-4.17877664801481,0.712197849209252,1,1.1
-3.52374075143165,2.18712720415482,1,1.2
-4.43838530710853,2.50683042105446,1,1.3
-2.14376864924928,2.75214904807176,1,1.4
-3.05240353232607,2.87222473081816,1,1.5
-2.24888757546124,1.99426458633014,1,1.6
-3.64810217283879,4.37393874415768,1,1.7
-2.58127750786682,4.40230052605164,1,1.8
-2.28836470265565,2.68805618242452,1,1.9
-1.72506198516648,3.97552087892043,1,2
-3.02841578572168,3.38275435879207,1,2.1
-2.28767757210394,4.89152635256772,1,2.2
-3.46806394228938,4.6204473950441,1,2.3
-3.81591283364843,5.17103102624745,1,2.4
-2.85588759489945,4.77169723406582,1,2.5
-2.08884353059812,4.91853640924042,1,2.6
-1.12723091697459,6.28841788942511,1,2.7
-2.03096891128713,4.25770978570481,1,2.8
-1.80403561885515,5.64189076192601,1,2.9
-2.21270652384522,5.98508287313113,1,3
-2.20104619550056,6.43580055626783,1,3.1
-2.82372452429077,5.48793718008172,1,3.2
-1.8474483821357,6.36811222532999,1,3.3
-1.76254449476702,7.14406862707262,1,3.4
-1.86716816210805,5.78635099211959,1,3.5
-2.82942833086131,5.89705018052954,1,3.6
-2.84258535741666,5.49276234783597,1,3.7
-2.49619701146153,3.05465943121318,1,3.8
-3.70677531486193,6.18799620502462,1,3.9
-2.33173563979708,3.35885476843029,1,4
-2.60458078301368,4.41762650085134,1,4.1
-0.408817989698811,4.00724119273403,1,4.2
-0.478529944345866,4.06263821286127,1,4.3
-0.213255171844006,3.83028091770578,1,4.4
-0.737921595961917,4.5520594141818,1,4.5
0.487420938088744,3.37146242029541,1,4.6
0.0859240843445574,3.14773161057391,1,4.7
1.03706198474856,3.67955417143866,1,4.8
1.09698806296747,4.08253153830653,1,4.9
1.72258444121855,5.22088999587615,1,5
1.77402306657037,4.42205319041555,1,5.1
0.590502871213374,5.30202097777762,1,5.2
-0.673962019183093,6.06254492339579,1,5.3
0.266584505284855,5.19101020352386,1,5.4
-1.04367316590573,5.3994439871987,1,5.5
0.0682985517215289,5.75822840046172,1,5.6
-1.29407503743503,4.43146254037681,1,5.7
-1.05544523500284,4.49286446250133,1,5.8
-1.80589997916135,4.02824706254846,1,5.9
-1.70303663209086,5.46653009047537,1,6
-0.891202701789932,3.75196809744152,1,6.1
